Iterations,fitness,chromosome
5230,-106.76389893908478,[-1.58, -3.13]
5240,-106.76389893908478,[-1.58, -3.13]
5250,-106.76389893908478,[-1.58, -3.13]
5260,-106.76389893908478,[-1.58, -3.13]
5270,-106.76389893908478,[-1.58, -3.13]
5280,-106.76389893908478,[-1.58, -3.13]
5290,-106.76389893908478,[-1.58, -3.13]
5300,-106.76389893908478,[-1.58, -3.13]
5310,-106.76389893908478,[-1.58, -3.13]
5320,-106.76389893908478,[-1.58, -3.13]
5330,-106.76389893908478,[-1.58, -3.13]
5340,-106.76389893908478,[-1.58, -3.13]
5350,-106.76389893908478,[-1.58, -3.13]
5360,-106.76389893908478,[-1.58, -3.13]
5370,-106.76389893908478,[-1.58, -3.13]
5380,-106.76389893908478,[-1.58, -3.13]
5390,-106.76389893908478,[-1.58, -3.13]
5400,-106.76389893908478,[-1.58, -3.13]
5410,-106.76389893908478,[-1.58, -3.13]
5420,-106.76389893908478,[-1.58, -3.13]
5430,-106.76389893908478,[-1.58, -3.13]
5440,-106.76389893908478,[-1.58, -3.13]
5450,-106.76389893908478,[-1.58, -3.13]
5460,-106.76389893908478,[-1.58, -3.13]
5470,-106.76389893908478,[-1.58, -3.13]
5480,-106.76389893908478,[-1.58, -3.13]
5490,-106.76389893908478,[-1.58, -3.13]
5500,-106.76389893908478,[-1.58, -3.13]
5510,-106.76389893908478,[-1.58, -3.13]
5520,-106.76389893908478,[-1.58, -3.13]
5530,-106.76389893908478,[-1.58, -3.13]
5540,-106.76389893908478,[-1.58, -3.13]
5550,-106.76389893908478,[-1.58, -3.13]
5560,-106.76389893908478,[-1.58, -3.13]
5570,-106.76389893908478,[-1.58, -3.13]
5580,-106.76389893908478,[-1.58, -3.13]
5590,-106.76389893908478,[-1.58, -3.13]
5600,-106.76389893908478,[-1.58, -3.13]
5610,-106.76389893908478,[-1.58, -3.13]
5620,-106.76389893908478,[-1.58, -3.13]
5630,-106.76389893908478,[-1.58, -3.13]
5640,-106.76389893908478,[-1.58, -3.13]
5650,-106.76389893908478,[-1.58, -3.13]
5660,-106.76389893908478,[-1.58, -3.13]
5670,-106.76389893908478,[-1.58, -3.13]
5680,-106.76389893908478,[-1.58, -3.13]
5690,-106.76389893908478,[-1.58, -3.13]
5700,-106.76389893908478,[-1.58, -3.13]
5710,-106.76389893908478,[-1.58, -3.13]
5720,-106.76389893908478,[-1.58, -3.13]
5730,-106.76389893908478,[-1.58, -3.13]
5740,-106.76389893908478,[-1.58, -3.13]
5750,-106.76389893908478,[-1.58, -3.13]
5760,-106.76389893908478,[-1.58, -3.13]
5770,-106.76389893908478,[-1.58, -3.13]
5780,-106.76389893908478,[-1.58, -3.13]
5790,-106.76389893908478,[-1.58, -3.13]
5800,-106.76389893908478,[-1.58, -3.13]
5810,-106.76389893908478,[-1.58, -3.13]
5820,-106.76389893908478,[-1.58, -3.13]
5830,-106.76389893908478,[-1.58, -3.13]
